,city-cn,lat,lng
7989,Jalal Abad-Kyrgyzstan,40.9429,73.0025
7990,Kok Yangak-Kyrgyzstan,41.0307,73.2058
7991,Toktogul-Kyrgyzstan,41.8826,72.9372
7992,Talas-Kyrgyzstan,42.5184,72.2429
7993,Osh-Kyrgyzstan,40.5404,72.79
7994,Balykchy-Kyrgyzstan,42.456,76.1854
7995,Tokmak-Kyrgyzstan,42.8299,75.2846
7996,Batken-Kyrgyzstan,40.0626,70.8194
7997,Phnom Penh-Cambodia,11.55,104.9166
7998,Ta Khmau-Cambodia,11.4833,104.95
7999,Sihanoukville-Cambodia,10.6359,103.5017
8000,Pursat-Cambodia,12.5337,103.9167
8001,Prey Veng-Cambodia,11.484,105.324
8002,Siem Reap-Cambodia,13.3666,103.85
8003,Stoeng Treng-Cambodia,13.523,105.974
8004,Svay Rieng-Cambodia,11.08,105.801
8005,Takeo-Cambodia,10.9838,104.7833
8006,Battambang-Cambodia,13.1,103.2
8007,Kampong Cham-Cambodia,12.0004,105.45
8008,Kompong Chhnang-Cambodia,12.2505,104.6666
8009,Kampong Spoe-Cambodia,11.452,104.519
8010,Kampong Thom-Cambodia,12.7111,104.8887
8011,Kampot-Cambodia,10.6171,104.1833
8012,Krong Koh Kong-Cambodia,11.6175,102.9849
8013,Kracheh-Cambodia,12.469,106.024
8014,Krong Kep-Cambodia,10.4829,104.3167
8015,Pailin-Cambodia,12.8489,102.6093
8016,Kampong Thum-Cambodia,12.712,104.889
8017,Lumphat-Cambodia,13.507,106.981
8018,Banlung-Cambodia,13.7394,106.9873
8019,Samraong-Cambodia,14.1817,103.5176
8020,Senmonorom-Cambodia,12.45,107.2
8021,Sisophon-Cambodia,13.5838,102.9833
8022,Suong-Cambodia,11.9118,105.6582
8023,Phnum Tbeng Meanchey-Cambodia,13.8167,104.9667
8024,Tarawa-Kiribati,1.3382,173.0176
8025,Moroni-Comoros,-11.7042,43.2402
8026,Basseterre-Saint Kitts And Nevis,17.302,-62.717
8027,"Pyongsan-Korea, North",38.3367,126.3866
8028,"Kimhyonggwon-Korea, North",40.8175,128.1553
8029,"Chongju-Korea, North",39.6813,125.2163
8030,"Ongjin-Korea, North",37.9371,125.3571
8031,"Chongjin-Korea, North",41.7846,129.79
8032,"Chosan-Korea, North",40.8255,125.8008
8033,"Changyon-Korea, North",38.2517,125.1021
8034,"Hamhung-Korea, North",39.9101,127.5454
8035,"Sunchon-Korea, North",39.4236,125.939
8036,"Kilchu-Korea, North",40.9604,129.3204
8037,"Taedong-Korea, North",40.6171,125.4501
8038,"Sariwon-Korea, North",38.507,125.762
8039,"P'yongsong-Korea, North",39.2464,125.8719
8040,"Wonsan-Korea, North",39.1605,127.4308
8041,"Munchon-Korea, North",39.3813,127.2517
8042,"Manpo-Korea, North",41.1454,126.2958
8043,"Sinuiju-Korea, North",40.0859,124.4213
8044,"Sin-Ni-Korea, North",39.488,125.464
8045,"Musan-Korea, North",42.2304,129.2304
8046,"Kaesong-Korea, North",37.964,126.5644
8047,"Kimchaek-Korea, North",40.6723,129.2027
8048,"Hungnam-Korea, North",39.8231,127.6232
8049,"Haeju-Korea, North",38.0394,125.7144
8050,"Kanggye-Korea, North",40.9732,126.6032
8051,"Hyeson-Korea, North",41.3927,128.1927
8052,"Rajin-Korea, North",42.2489,130.3003
8053,"Sonbong-Korea, North",42.3377,130.4027
8054,"Pyongyang-Korea, North",39.0194,125.7547
8055,"Nampo-Korea, North",38.7669,125.4524
8056,"Gyeongju-Korea, South",35.8428,129.2117
8057,"Iksan-Korea, South",35.941,126.9454
8058,"Songnam-Korea, South",37.4386,127.1378
8059,"Ulsan-Korea, South",35.5467,129.317
8060,"Wonju-Korea, South",37.3551,127.9396
8061,"Seoul-Korea, South",37.5663,126.9997
8062,"Ansan-Korea, South",37.3481,126.8595
8063,"Gunsan-Korea, South",35.9818,126.716
8064,"Jeju-Korea, South",33.5101,126.5219
8065,"Busan-Korea, South",35.0951,129.01
8066,"Incheon-Korea, South",37.4761,126.6422
8067,"Daegu-Korea, South",35.8668,128.607
8068,"Gwangju-Korea, South",35.171,126.9104
8069,"Daejeon-Korea, South",36.3355,127.425
8070,"Changwon-Korea, South",35.2191,128.5836
8071,"Sokcho-Korea, South",38.2087,128.5912
8072,"Eumseong-Korea, South",36.9353,127.6897
8073,"Chuncheon-Korea, South",37.8747,127.7342
8074,"Goyang-Korea, South",37.6527,126.8372
8075,"Pohang-Korea, South",36.0209,129.3715
8076,"Puch'on-Korea, South",37.4989,126.7831
8077,"Cheongju-Korea, South",36.6439,127.5012
8078,"Mokpo-Korea, South",34.8068,126.3958
8079,"Yeosu-Korea, South",34.7368,127.7458
8080,"Hongseong-Korea, South",36.6009,126.665
8081,"Muan-Korea, South",34.9897,126.4714
8082,"Andong-Korea, South",36.5659,128.725
8083,"Suwon-Korea, South",37.2578,127.0109
8084,"Sejong-Korea, South",36.6092,127.2919
8085,"Gangneung-Korea, South",37.7559,128.8962
8086,"Jeonju-Korea, South",35.8314,127.1404
8087,Al Ahmadi-Kuwait,29.0769,48.0838
8088,Al Jahra-Kuwait,29.3375,47.6581
8089,Kuwait-Kuwait,29.3697,47.9783
8090,George Town-Cayman Islands,19.2804,-81.33
8091,Pago Pago-American Samoa,-14.274,-170.7046
8092,Hagta-Guam,13.4745,144.7504
8093,Maina-Guam,13.4692,144.7332
8094,Capitol Hill-Northern Mariana Islands,15.2137,145.7546
8095,Renton-United States,47.4758,-122.1905
8096,Chehalis-United States,46.6637,-122.9647
8097,Mercer Island-United States,47.5625,-122.2265
8098,Lynnwood-United States,47.8285,-122.3034
8099,Centralia-United States,46.7226,-122.9695
8100,Mountlake Terrace-United States,47.792,-122.3076
8101,Seattle-United States,47.6211,-122.3244
8102,Liberty Lake-United States,47.6687,-117.1032
8103,Airway Heights-United States,47.6459,-117.5792
8104,Brier-United States,47.7922,-122.2734
8105,Port Townsend-United States,48.122,-122.7872
8106,Oak Harbor-United States,48.2965,-122.633
8107,Anacortes-United States,48.4878,-122.6292
8108,Grandview-United States,46.2431,-119.9084
8109,Quincy-United States,47.2345,-119.852
8110,Kelso-United States,46.1248,-122.8908
8111,Cheney-United States,47.4902,-117.5789
8112,Lacey-United States,47.045,-122.7931
8113,Sultan-United States,47.8702,-121.8041
8114,Edmonds-United States,47.8114,-122.3533
8115,Lake Forest Park-United States,47.7596,-122.2879
8116,Yakima-United States,46.5923,-120.5496
8117,Pacific-United States,47.261,-122.2507
8118,Lynden-United States,48.9503,-122.4544
8119,Federal Way-United States,47.309,-122.3359
8120,Mill Creek-United States,47.8633,-122.2034
8121,Lakewood-United States,47.1628,-122.5299
8122,Port Angeles-United States,48.1142,-123.4565
8123,Longview-United States,46.146,-122.963
8124,Wapato-United States,46.4434,-120.4215
8125,Arlington-United States,48.1697,-122.1446
8126,Sammamish-United States,47.6019,-122.0419
8127,Covington-United States,47.3668,-122.1044
8128,Wenatchee-United States,47.4338,-120.3285
8129,Mattawa-United States,46.7364,-119.9019
8130,Selah-United States,46.6482,-120.5389
8131,Omak-United States,48.4227,-119.5159
8132,Sedro-Woolley-United States,48.5113,-122.232
8133,Sunnyside-United States,46.3159,-120.0058
8134,Normandy Park-United States,47.4344,-122.3436
8135,SeaTac-United States,47.4445,-122.2986
8136,Steilacoom-United States,47.17,-122.5935
8137,Ridgefield-United States,45.8116,-122.7052
8138,Kennewick-United States,46.1979,-119.1732
8139,Pullman-United States,46.7342,-117.1661
8140,West Richland-United States,46.3115,-119.3997
8141,Colville-United States,48.5454,-117.8986
8142,Prosser-United States,46.2066,-119.7662
8143,Maple Valley-United States,47.366,-122.0369
8144,Auburn-United States,47.3041,-122.211
8145,Connell-United States,46.6626,-118.8404
8146,Bainbridge Island-United States,47.6439,-122.5434
8147,Edgewood-United States,47.2309,-122.2832
8148,Burlington-United States,48.4677,-122.3298
8149,Othello-United States,46.8222,-119.1651
8150,University Place-United States,47.2148,-122.546
8151,Poulsbo-United States,47.7417,-122.6407
8152,Hoquiam-United States,46.9863,-123.9023
8153,Ephrata-United States,47.3119,-119.5344
8154,Kent-United States,47.3887,-122.2128
8155,Mukilteo-United States,47.9094,-122.3035
8156,Kirkland-United States,47.6997,-122.2041
8157,Redmond-United States,47.6762,-122.1166
8158,Tukwila-United States,47.4748,-122.2727
8159,Yelm-United States,46.9398,-122.6261
8160,Olympia-United States,47.0418,-122.8959
8161,Fife-United States,47.2328,-122.3517
8162,Port Orchard-United States,47.516,-122.6615
8163,Bremerton-United States,47.5436,-122.7122
8164,Lake Stevens-United States,48.0029,-122.096
8165,Montesano-United States,47.0102,-123.5858
8166,Tacoma-United States,47.2431,-122.4531
8167,Woodinville-United States,47.7569,-122.1478
8168,Ocean Shores-United States,46.9685,-124.1521
8169,Sequim-United States,48.0747,-123.0944
8170,Moses Lake-United States,47.1285,-119.2741
8171,Puyallup-United States,47.1794,-122.2902
8172,Sumner-United States,47.2189,-122.2338
8173,Walla Walla-United States,46.067,-118.3365
8174,Bothell-United States,47.7736,-122.2044
8175,Tumwater-United States,46.989,-122.9172
8176,Duvall-United States,47.7354,-121.9725
8177,Monroe-United States,47.8596,-121.9853
8178,Clarkston-United States,46.4152,-117.0502
8179,Gig Harbor-United States,47.3353,-122.5968
8180,Des Moines-United States,47.3914,-122.3154
8181,Snohomish-United States,47.9277,-122.097
8182,Richland-United States,46.2826,-119.2938
8183,Woodland-United States,45.9149,-122.7504
8184,Washougal-United States,45.5812,-122.3433
8185,Bonney Lake-United States,47.1788,-122.1699
8186,Spokane Valley-United States,47.6625,-117.2346
8187,Bellevue-United States,47.5953,-122.1551
8188,Marysville-United States,48.0809,-122.1558
8189,Newcastle-United States,47.5303,-122.1633
8190,North Bend-United States,47.4898,-121.7738
8191,Snoqualmie-United States,47.5293,-121.8412
8192,Enumclaw-United States,47.2017,-121.9897
8193,Shelton-United States,47.2188,-123.1127
8194,Bellingham-United States,48.7543,-122.4687
8195,Kenmore-United States,47.7532,-122.2459
8196,Ellensburg-United States,46.9994,-120.547
8197,DuPont-United States,47.1079,-122.6496
8198,Granite Falls-United States,48.0874,-121.9704
8199,Milton-United States,47.2522,-122.3154
8200,Stanwood-United States,48.2448,-122.3431
8201,East Wenatchee-United States,47.4172,-120.2809
8202,Spokane-United States,47.6671,-117.433
8203,Chelan-United States,47.8417,-120.027
8204,Camas-United States,45.6003,-122.4306
8205,Blaine-United States,48.9839,-122.7414
8206,Union Gap-United States,46.5567,-120.4969
8207,Pasco-United States,46.2503,-119.1298
8208,Issaquah-United States,47.5421,-122.0445
8209,Toppenish-United States,46.3807,-120.3124
8210,Orting-United States,47.0966,-122.2111
8211,Fircrest-United States,47.2308,-122.5157
8212,Vancouver-United States,45.6352,-122.597
8213,Battle Ground-United States,45.7764,-122.5413
8214,College Place-United States,46.0431,-118.3869
8215,Mount Vernon-United States,48.4202,-122.3116
8216,Ferndale-United States,48.8525,-122.5892
8217,Aberdeen-United States,46.9757,-123.8095
8218,Shoreline-United States,47.7564,-122.3426
8219,Everett-United States,47.9524,-122.167
8220,Burien-United States,47.4762,-122.3393
8221,Manassas Park-United States,38.7719,-77.445
8222,Fairfax-United States,38.8531,-77.2997
8223,Big Stone Gap-United States,36.8627,-82.7768
8224,Waynesboro-United States,38.0674,-78.9013
8225,Lexington-United States,37.7825,-79.444
8226,Winchester-United States,39.1735,-78.1746
8227,Orange-United States,38.2486,-78.1127
8228,Strasburg-United States,38.9961,-78.3549
8229,Radford-United States,37.1229,-80.5587
8230,Richmond-United States,37.5295,-77.4756
8231,Virginia Beach-United States,36.7335,-76.0435
8232,Herndon-United States,38.97,-77.3867
8233,Chesapeake-United States,36.6778,-76.3024
8234,Purcellville-United States,39.1378,-77.711
8235,Covington-United States,37.7786,-79.9868
8236,Charlottesville-United States,38.0375,-78.4855
8237,Smithfield-United States,36.9754,-76.6162
8238,Norfolk-United States,36.8945,-76.259
8239,Dumfries-United States,38.567,-77.3233
8240,Petersburg-United States,37.2043,-77.3913
8241,Falls Church-United States,38.8847,-77.1751
8242,Rocky Mount-United States,37.0045,-79.8854
8243,Galax-United States,36.666,-80.9176
8244,Farmville-United States,37.2968,-78.3993
8245,Martinsville-United States,36.6827,-79.8636
8246,Danville-United States,36.5831,-79.4088
8247,Manassas-United States,38.7479,-77.4839
8248,Suffolk-United States,36.6953,-76.6398
8249,Harrisonburg-United States,38.4362,-78.8735
8250,Fredericksburg-United States,38.2992,-77.4872
8251,Warrenton-United States,38.7176,-77.7975
8252,Marion-United States,36.8389,-81.5135
8253,Broadway-United States,38.6082,-78.8017
8254,Bridgewater-United States,38.3863,-78.9675
8255,Culpeper-United States,38.4705,-78.0001
8256,Vinton-United States,37.2745,-79.8888
8257,Blacksburg-United States,37.23,-80.428
8258,Portsmouth-United States,36.8468,-76.354
8259,Newport News-United States,37.1051,-76.5185
8260,Salem-United States,37.2864,-80.0555
8261,Leesburg-United States,39.1058,-77.5544
8262,Pulaski-United States,37.0528,-80.7624
8263,Staunton-United States,38.1593,-79.0611
8264,Wytheville-United States,36.953,-81.0881
8265,Bristol-United States,36.6179,-82.1607
8266,Ashland-United States,37.7596,-77.4715
8267,Hampton-United States,37.0551,-76.3629
8268,Roanoke-United States,37.2785,-79.958
8269,Williamsburg-United States,37.2693,-76.7076
8270,Front Royal-United States,38.926,-78.1838
8271,Alexandria-United States,38.8185,-77.0861
8272,Norton-United States,36.9314,-82.6262
8273,Vienna-United States,38.8996,-77.2597
8274,Lynchburg-United States,37.4003,-79.1908
8275,Emporia-United States,36.6953,-77.5356
8276,Woodstock-United States,38.875,-78.516
8277,Richlands-United States,37.0879,-81.808
8278,Poquoson-United States,37.1318,-76.3569
8279,Bedford-United States,37.336,-79.5179
8280,Abingdon-United States,36.7089,-81.9713
8281,Franklin-United States,36.6831,-76.9386
8282,Hopewell-United States,37.2914,-77.2985
8283,Buena Vista-United States,37.7319,-79.3569
8284,South Boston-United States,36.7131,-78.9135
8285,Christiansburg-United States,37.1411,-80.4028
8286,Colonial Heights-United States,37.265,-77.3969
8287,Newark-United States,39.6776,-75.7573
8288,Milford-United States,38.9091,-75.4224
8289,Middletown-United States,39.4452,-75.7165
8290,Millsboro-United States,38.5866,-75.3019
8291,Seaford-United States,38.6539,-75.6117
8292,Lewes-United States,38.7784,-75.1455
8293,Elsmere-United States,39.7385,-75.5946
8294,Georgetown-United States,38.6899,-75.3872
8295,Wilmington-United States,39.7415,-75.5413
8296,Ocean View-United States,38.5357,-75.0991
8297,Dover-United States,39.1603,-75.5203
8298,New Castle-United States,39.6685,-75.5693
8299,Smyrna-United States,39.2922,-75.6077
8300,Washington-United States,38.9047,-77.0163
8301,Kaukauna-United States,44.2776,-88.2644
8302,Oconomowoc-United States,43.0994,-88.4951
8303,Verona-United States,42.9886,-89.5378
8304,Platteville-United States,42.7279,-90.4676
8305,Rice Lake-United States,45.4864,-91.7447
8306,North Fond du Lac-United States,43.8107,-88.4861
8307,Windsor-United States,43.2398,-89.2966
8308,Howard-United States,44.5703,-88.0923
8309,Burlington-United States,42.675,-88.2724
8310,Chippewa Falls-United States,44.9358,-91.3902
8311,Waupaca-United States,44.3508,-89.072
8312,Lake Geneva-United States,42.5825,-88.4282
8313,Fitchburg-United States,42.9859,-89.4255
8314,Merrill-United States,45.1818,-89.7006
8315,Monona-United States,43.054,-89.3334
8316,Beaver Dam-United States,43.4688,-88.8311
8317,Little Chute-United States,44.2889,-88.3183
8318,Baldwin-United States,44.9541,-92.371
8319,Mount Pleasant-United States,42.7129,-87.8873
8320,Shorewood-United States,43.0914,-87.8864
8321,Columbus-United States,43.3354,-89.03
8322,Fox Crossing-United States,44.2226,-88.4894
8323,Beloit-United States,42.523,-89.0184
8324,Greenfield-United States,42.9619,-88.0051
8325,Greendale-United States,42.9371,-88.0018
8326,Suamico-United States,44.6352,-88.0664
8327,Pewaukee-United States,43.0854,-88.2525
8328,Fond du Lac-United States,43.772,-88.4396
8329,Hartland-United States,43.1027,-88.34
8330,Edgerton-United States,42.8385,-89.0698
8331,Hartford-United States,43.3218,-88.3781
8332,Elkhorn-United States,42.6711,-88.5377
8333,Rhinelander-United States,45.6361,-89.4256
8334,Baraboo-United States,43.4696,-89.7378
8335,Plover-United States,44.4614,-89.5383
8336,Janesville-United States,42.6855,-89.0136
8337,Twin Lakes-United States,42.5192,-88.2489
8338,Marinette-United States,45.0873,-87.6324
8339,Pleasant Prairie-United States,42.5265,-87.8895
8340,Muskego-United States,42.886,-88.1291
8341,Manitowoc-United States,44.0991,-87.6811
8342,Kronenwetter-United States,44.8164,-89.5807
8343,Lake Hallie-United States,44.8921,-91.42
8344,Kenosha-United States,42.5863,-87.8759
8345,Slinger-United States,43.3317,-88.2799
8346,Jefferson-United States,43.0044,-88.8084
8347,Hales Corners-United States,42.941,-88.0491
8348,Sussex-United States,43.1339,-88.2232
8349,Union Grove-United States,42.6869,-88.0502
8350,Mukwonago-United States,42.8566,-88.327
8351,Watertown-United States,43.1893,-88.7285
8352,Ripon-United States,43.8436,-88.8386
8353,Onalaska-United States,43.888,-91.2074
8354,Middleton-United States,43.1064,-89.5059
8355,Ashland-United States,46.5801,-90.8715
8356,Waterford-United States,42.7647,-88.2159
8357,Delavan-United States,42.6281,-88.6324
8358,Sparta-United States,43.9376,-90.813
8359,De Forest-United States,43.232,-89.3424
8360,La Crosse-United States,43.8241,-91.2268
8361,Hobart-United States,44.4965,-88.1602
8362,Whitewater-United States,42.8372,-88.7341
8363,Stevens Point-United States,44.5241,-89.5508
8364,Prairie du Chien-United States,43.0434,-91.1383
8365,Kimberly-United States,44.267,-88.3377
8366,Sun Prairie-United States,43.1829,-89.2353
8367,Prairie du Sac-United States,43.292,-89.7352
8368,Oshkosh-United States,44.0228,-88.5616
8369,Evansville-United States,42.7781,-89.2967
8370,Marshfield-United States,44.6627,-90.1728
8371,Grafton-United States,43.3204,-87.948
8372,Cudahy-United States,42.9467,-87.8639
8373,Sheboygan-United States,43.7447,-87.7322
8374,Caledonia-United States,42.7987,-87.8762
8375,Menomonee Falls-United States,43.1487,-88.1227
8376,Rothschild-United States,44.8761,-89.6173
8377,Weston-United States,44.8906,-89.5487
8378,Germantown-United States,43.2343,-88.1217
8379,Menominee-United States,44.8893,-91.9085
8380,New London-United States,44.395,-88.7393
8381,Reedsburg-United States,43.5345,-89.9971
8382,Port Washington-United States,43.3847,-87.8852
8383,Kiel-United States,43.9167,-88.0266
8384,Mount Horeb-United States,43.006,-89.7317
8385,South Milwaukee-United States,42.9119,-87.8624
8386,Elm Grove-United States,43.048,-88.0867
8387,Jackson-United States,43.3244,-88.1668
8388,Appleton-United States,44.2774,-88.3894
8389,Oregon-United States,42.9252,-89.3887
8390,Brookfield-United States,43.064,-88.1232
8391,West Salem-United States,43.8989,-91.0882
8392,Cottage Grove-United States,43.0913,-89.2023
8393,Saint Francis-United States,42.9716,-87.873
8394,Sheboygan Falls-United States,43.7289,-87.8266
8395,Lake Delton-United States,43.5936,-89.7845
8396,De Pere-United States,44.4313,-88.0793
8397,Stoughton-United States,42.9237,-89.2219
8398,West Allis-United States,43.0068,-88.0296
8399,Tomah-United States,43.9883,-90.4996
8400,Altoona-United States,44.803,-91.4386
8401,Harrison-United States,44.1923,-88.2913
8402,Holmen-United States,43.9702,-91.269
8403,Allouez-United States,44.4721,-88.0261
8404,Fox Point-United States,43.1581,-87.9013
8405,West Bend-United States,43.4184,-88.1822
8406,Waukesha-United States,43.0087,-88.2464
8407,Bristol-United States,42.5378,-88.0149
8408,Glendale-United States,43.1288,-87.9277
8409,Monroe-United States,42.6026,-89.6374
8410,Two Rivers-United States,44.1564,-87.5824
8411,Wisconsin Rapids-United States,44.3928,-89.8265
8412,Milwaukee-United States,43.064,-87.9669
8413,Antigo-United States,45.1415,-89.1556
8414,Bellevue-United States,44.4593,-87.9554
8415,Mequon-United States,43.2352,-87.9838
8416,Fort Atkinson-United States,42.9253,-88.8441
8417,Black River Falls-United States,44.2981,-90.8421
8418,Menasha-United States,44.2125,-88.4271
8419,Sturgeon Bay-United States,44.8228,-87.366
8420,Whitefish Bay-United States,43.1132,-87.9004
8421,Waunakee-United States,43.1833,-89.4433
8422,Madison-United States,43.0808,-89.3922
8423,Oak Creek-United States,42.8803,-87.9008
8424,Wausau-United States,44.9615,-89.6436
8425,Shawano-United States,44.7749,-88.5844
8426,Ashwaubenon-United States,44.4795,-88.0889
8427,Brown Deer-United States,43.1743,-87.975
8428,Racine-United States,42.7274,-87.8135
8429,Richfield-United States,43.2372,-88.2413
8430,Waupun-United States,43.6314,-88.7379
8431,Lake Mills-United States,43.0774,-88.9055
8432,McFarland-United States,43.019,-89.292
8433,Superior-United States,46.6941,-92.0823
8434,Green Bay-United States,44.515,-87.9896
8435,Franklin-United States,42.8854,-88.0104
8436,Delafield-United States,43.072,-88.3913
8437,New Richmond-United States,45.1226,-92.5338
8438,Portage-United States,43.549,-89.4659
8439,Hudson-United States,44.964,-92.7319
8440,Wauwatosa-United States,43.0615,-88.0347
8441,Neenah-United States,44.1671,-88.4761
8442,Somers-United States,42.6411,-87.8919
8443,River Falls-United States,44.86,-92.6221
8444,Milton-United States,42.7752,-88.9431
8445,Sturtevant-United States,42.7005,-87.9021
8446,Plymouth-United States,43.7451,-87.9655
8447,Eau Claire-United States,44.8203,-91.4951
8448,New Berlin-United States,42.9726,-88.1291
8449,Cedarburg-United States,43.2991,-87.9887
8450,South Charleston-United States,38.3482,-81.711
8451,Buckhannon-United States,38.9927,-80.2279
8452,Point Pleasant-United States,38.8529,-82.1303
8453,Clarksburg-United States,39.2863,-80.323
8454,Wheeling-United States,40.0755,-80.6951
8455,Hurricane-United States,38.4294,-82.017
8456,Martinsburg-United States,39.4582,-77.9776
8457,Fairmont-United States,39.4768,-80.1491
8458,Logan-United States,37.8509,-81.9857
8459,Dunbar-United States,38.3688,-81.7345
8460,Beckley-United States,37.7878,-81.1841
8461,Saint Albans-United States,38.3769,-81.8198
8462,Huntington-United States,38.4109,-82.4344
8463,Charleston-United States,38.3484,-81.6323
8464,Grafton-United States,39.3409,-80.0162
8465,Morgantown-United States,39.638,-79.9468
8466,Parkersburg-United States,39.2623,-81.5419
8467,Keyser-United States,39.4394,-78.9822
8468,Lewisburg-United States,37.8096,-80.4327
8469,Bridgeport-United States,39.3037,-80.2476
8470,Ranson-United States,39.325,-77.8666
8471,New Martinsville-United States,39.6636,-80.8569
8472,Weirton-United States,40.406,-80.5671
8473,Princeton-United States,37.3688,-81.0961
8474,Bluefield-United States,37.2605,-81.2155
8475,Oak Hill-United States,37.9844,-81.1277
8476,Elkins-United States,38.9237,-79.8541
8477,Moundsville-United States,39.9221,-80.7422
8478,Charles Town-United States,39.2746,-77.8632
8479,Nitro-United States,38.4119,-81.8194
8480,Shepherdstown-United States,39.4318,-77.8048
8481,Vienna-United States,39.3238,-81.5383
8482,Honolulu-United States,21.3294,-157.846
8483,Tequesta-United States,26.9618,-80.1011
8484,North Palm Beach-United States,26.8217,-80.0574
8485,Keystone Heights-United States,29.781,-82.0339
8486,Miami Springs-United States,25.8195,-80.2895
8487,Bradenton-United States,27.49,-82.5743
8488,Lakeland-United States,28.0557,-81.9543
8489,Winter Springs-United States,28.689,-81.2708
8490,Mascotte-United States,28.611,-81.9107
8491,Miami Lakes-United States,25.9125,-80.3214
8492,Estero-United States,26.4277,-81.7951
8493,Ocala-United States,29.1803,-82.1495
8494,Ormond Beach-United States,29.296,-81.1003
8495,Dade City-United States,28.3569,-82.1942
8496,Lake Placid-United States,27.297,-81.3717
8497,Brooksville-United States,28.5403,-82.3902
8498,Daytona Beach-United States,29.1995,-81.0982
8499,Pinellas Park-United States,27.8588,-82.7076
8500,Wildwood-United States,28.8003,-82.0051
8501,Edgewater-United States,28.962,-80.9413
8502,Key Biscayne-United States,25.6908,-80.1653
8503,Winter Haven-United States,28.0122,-81.7018
8504,Pembroke Pines-United States,26.0128,-80.3387
8505,Lighthouse Point-United States,26.2785,-80.089
8506,Seminole-United States,27.8429,-82.7834
8507,New Port Richey-United States,28.2468,-82.717
8508,Lake City-United States,30.1892,-82.6469
8509,Port Saint Lucie-United States,27.2796,-80.3883
8510,Quincy-United States,30.5659,-84.5856
8511,Venice-United States,27.1166,-82.4135
8512,Clearwater-United States,27.9786,-82.7622
8513,Lady Lake-United States,28.924,-81.93
8514,Panama City-United States,30.1997,-85.6003
8515,South Bay-United States,26.6783,-80.7268
8516,Sarasota-United States,27.3391,-82.5439
8517,South Miami-United States,25.7078,-80.2952
8518,Frostproof-United States,27.7493,-81.5252
8519,Wauchula-United States,27.547,-81.8103
8520,Oviedo-United States,28.6579,-81.187
8521,Orlando-United States,28.4788,-81.342
8522,Sebring-United States,27.477,-81.453
8523,Oldsmar-United States,28.0507,-82.6697
8524,Saint Cloud-United States,28.2303,-81.2849
8525,Aventura-United States,25.9566,-80.1371
8526,Cooper City-United States,26.0464,-80.2862
8527,Starke-United States,29.9475,-82.113
8528,Wilton Manors-United States,26.1593,-80.1395
8529,Bonita Springs-United States,26.3559,-81.7861
8530,Ocoee-United States,28.5785,-81.5337
8531,Niceville-United States,30.5291,-86.4754
8532,Palmetto Bay-United States,25.622,-80.3221
8533,Winter Garden-United States,28.5421,-81.5966
8534,Port Orange-United States,29.1084,-81.0136
8535,Saint Pete Beach-United States,27.7215,-82.7383
8536,Tarpon Springs-United States,28.1492,-82.7622
8537,Callaway-United States,30.1351,-85.5598
8538,West Miami-United States,25.7578,-80.2969
8539,Tallahassee-United States,30.455,-84.2526
8540,Panama City Beach-United States,30.2369,-85.8774
8541,Marathon-United States,24.7261,-81.0378
8542,Orange City-United States,28.9348,-81.2882
8543,Sanford-United States,28.7891,-81.2757
8544,Largo-United States,27.9088,-82.7713
8545,Lake Mary-United States,28.7591,-81.336
8546,Royal Palm Beach-United States,26.7037,-80.2242
8547,Leesburg-United States,28.7674,-81.8981
8548,Lauderdale-by-the-Sea-United States,26.199,-80.0972
8549,Miami-United States,25.784,-80.2102
8550,West Park-United States,25.984,-80.1922
8551,Palmetto-United States,27.5251,-82.575
8552,North Port-United States,27.0577,-82.1976
8553,West Palm Beach-United States,26.7467,-80.1314
8554,Eustis-United States,28.8559,-81.678
8555,Palm Coast-United States,29.5389,-81.246
8556,Boynton Beach-United States,26.5282,-80.0811
8557,Fort Walton Beach-United States,30.4245,-86.6193
8558,Miramar-United States,25.9773,-80.3358
8559,Doral-United States,25.8149,-80.3565
8560,Avon Park-United States,27.5904,-81.5074
8561,Palm Bay-United States,27.9861,-80.6628
8562,Safety Harbor-United States,28.0079,-82.6965
8563,Miami Beach-United States,25.8171,-80.1396
8564,Lake Wales-United States,27.9193,-81.5969
8565,Atlantic Beach-United States,30.3372,-81.4128
8566,Delray Beach-United States,26.455,-80.0905
8567,Oakland Park-United States,26.1779,-80.1527
8568,Sunny Isles Beach-United States,25.9385,-80.1245
8569,DeLand-United States,29.0226,-81.2875
8570,Hollywood-United States,26.0293,-80.1678
8571,Fort Myers Beach-United States,26.4324,-81.9167
8572,Lake Park-United States,26.7998,-80.0689
8573,Lantana-United States,26.5834,-80.0565
8574,Vero Beach-United States,27.6463,-80.393
8575,Pembroke Park-United States,25.9852,-80.1779
8576,DeBary-United States,28.8815,-81.324
8577,Miami Gardens-United States,25.9433,-80.2425
8578,Saint Petersburg-United States,27.793,-82.6652
8579,West Melbourne-United States,28.0696,-80.6738
8580,Fort Myers-United States,26.6195,-81.8302
8581,Naples-United States,26.1504,-81.7936
8582,Newberry-United States,29.6346,-82.6047
8583,Minneola-United States,28.6069,-81.732
8584,Hallandale Beach-United States,25.9854,-80.1423
8585,Sunrise-United States,26.1547,-80.2997
8586,Sanibel-United States,26.4535,-82.1024
8587,Fernandina Beach-United States,30.6588,-81.45
